,Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
1697,Accord,Riyadh,Honda,Automatic,Saudi,Standard,2018,1.5,129000,68000
1700,X,Dammam,BMW,Automatic,Gulf Arabic,Semi Full,2017,3.0,71000,170000
1701,Avalon,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,3.5,167,51000
1702,S,Qassim,Mercedes,Automatic,Saudi,Full,2018,3.5,53700,320000
1708,F150,Qassim,Ford,Automatic,Gulf Arabic,Full,2018,5.0,59790,135000
1709,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,35481,106500
1711,Charger,Dammam,Dodge,Automatic,Other,Full,2015,5.7,119000,105000
1714,Quattroporte,Dammam,Maserati,Automatic,Gulf Arabic,Full,2014,3.8,115000,125000
1715,Edge,Jeddah,Ford,Automatic,Saudi,Full,2014,3.6,99000,1500
1716,Malibu,Abha,Chevrolet,Automatic,Saudi,Semi Full,2013,2.4,233000,20000
1717,Other,Jeddah,Honda,Manual,Saudi,Standard,2011,1.0,4200,6500
1718,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2019,2.7,37000,107000
1720,Range Rover,Jeddah,Land Rover,Automatic,Gulf Arabic,Full,2016,3.5,122000,176000
1721,Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Standard,2019,1.5,36000,43000
1723,FJ,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,6.0,50000,140000
1724,Hilux,Aseer,Toyota,Manual,Saudi,Full,1995,2.4,300,15000
1725,Cerato,Khobar,Kia,Automatic,Saudi,Standard,2016,1.6,62000,29750
1726,ES,Dammam,Lexus,Automatic,Other,Full,2017,3.0,69000,142000
1727,Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,134000,90000
1728,Hilux,Al-Medina,Toyota,Manual,Saudi,Semi Full,2014,2.7,309000,45000
1730,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2012,5.3,287928,58000
1731,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,55000,60000
1733,Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.7,236000,75000
1734,Compass,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,2.4,43834,66000
1735,Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2003,5.3,45000,18000
1739,Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2019,2.4,33000,85000
1740,Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2019,3.5,38000,375000
1741,Ranger,Riyadh,Ford,Manual,Saudi,Full,2011,2.5,168000,24000
1742,Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,131000,74000
1745,Cadenza,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.5,5000,108000
1747,Hilux,Wadi Dawasir,Toyota,Automatic,Saudi,Full,2020,2.4,30000,147000
1748,Vego,Jeddah,Ford,Automatic,Saudi,Standard,2019,1.5,47856,27500
1749,Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016,6.0,200000,53000
1750,Viano,Al-Medina,Mercedes,Automatic,Saudi,Full,2015,3.5,119000,99000
1753,Accord,Jeddah,Honda,Automatic,Other,Full,2010,2.4,205,30000
1758,ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,100000,115000
1759,Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019,1.5,92000,28500
1760,Patrol,Dammam,Nissan,Automatic,Saudi,Full,2020,4.0,56000,225000
1761,Prestige,Riyadh,Genesis,Automatic,Saudi,Standard,2016,3.8,165000,84000
1764,Bus Urvan,Dammam,Nissan,Manual,Gulf Arabic,Full,2010,2.7,2012,14500
1765,Macan,Dammam,Porsche,Automatic,Saudi,Full,2016,3.0,86000,158000
1767,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,78000,63000
1768,Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2018,2.4,65000,64000
1769,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,24552,76500
1770,Rio,Dammam,Kia,Automatic,Saudi,Standard,2016,1.4,154000,23000
1772,Suburban,Dammam,Chevrolet,Automatic,Other,Full,2016,5.3,192000,143000
1773,Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,126000,64000
1774,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,18197,53000
1776,Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2010,5.3,379538,65000
1777,Blazer,Abha,Chevrolet,Automatic,Other,Full,2005,2.0,213000,13500
1778,Yaris,Dammam,Toyota,Automatic,Saudi,Full,2020,1.5,2100,50000
1779,Innova,Tabouk,Toyota,Automatic,Saudi,Full,2017,2.7,139400,58000
1780,Innova,Riyadh,Toyota,Automatic,Saudi,Standard,2020,2.7,74000,75000
1781,Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,174000,24000
1782,IS,Riyadh,Lexus,Automatic,Saudi,Full,2015,3.5,181000,60000
1784,Hilux,Makkah,Toyota,Manual,Saudi,Standard,2009,1.5,25788,30000
1785,Yukon,Dammam,GMC,Automatic,Saudi,Standard,2007,5.3,221000,30000
1786,Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2009,3.5,320000,27000
1787,Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2018,3.5,63000,80000
1788,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2016,3.5,136000,58000
1789,Corolla,Khobar,Toyota,Automatic,Saudi,Semi Full,2018,1.6,124000,40000
1791,Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020,4.6,19400,215000
1792,LX,Hail,Lexus,Automatic,Saudi,Full,2000,5.7,460,46000
1793,Pathfinder,Riyadh,Nissan,Automatic,Saudi,Full,2006,3.5,300,21000
1797,Land Cruiser Pickup,Dammam,Toyota,Manual,Gulf Arabic,Full,2016,4.0,315,85000
1799,RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59073,186500
1801,CX3,Riyadh,Mazda,Automatic,Saudi,Standard,2020,2.0,14501,66000
1802,Rav4,Riyadh,Toyota,Automatic,Other,Full,2018,2.5,61000,83000
1803,Land Cruiser Pickup,Riyadh,Nissan,Automatic,Saudi,Full,2016,4.8,44000,95000
1804,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,3.5,91355,74500
1806,Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.5,30766,42000
1808,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,107320,130000
1810,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,5.3,146000,118000
1811,H1,Jeddah,Hyundai,Automatic,Saudi,Standard,2015,4.0,400000,43000
1814,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2020,4.0,26000,235000
1815,Traverse,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2020,3.6,22800,100000
1817,Pajero,Khobar,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,264000,38000
1818,Navara,Abha,Nissan,Manual,Saudi,Standard,2015,2.5,119000,37000
1820,FJ,Aseer,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,200000,88000
1821,Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2018,2.5,42000,95000
1822,Durango,Riyadh,Dodge,Automatic,Other,Semi Full,2012,5.7,315,20000
1824,LS,Riyadh,Lexus,Automatic,Saudi,Full,2008,4.6,130000,75000
1826,Azkarra,Qassim,Geely,Automatic,Saudi,Full,2021,1.5,20000,78000
1828,Avalon,Taef,Toyota,Automatic,Saudi,Full,2017,3.5,180000,95000
1829,RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,176700,130000
1832,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,82011,146500
1834,Caprice,Dammam,Chevrolet,Automatic,Saudi,Full,2013,6.0,190000,50000
1837,Innova,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,33000
1839,GL,Riyadh,Mercedes,Automatic,Saudi,Full,2012,4.8,106000,71000
1840,Furniture,Al-Medina,Toyota,Automatic,Saudi,Full,2008,4.0,288000,36000
1842,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,49000
1843,Yukon,Al-Ahsa,GMC,Automatic,Gulf Arabic,Semi Full,1995,5.3,275000,18000
1844,Veloster,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.0,248000,25000
1845,L200,Jeddah,Mitsubishi,Manual,Saudi,Standard,2020,2.5,197,71000
1846,Datsun,Jeddah,Nissan,Manual,Saudi,Standard,2015,2.7,77000,45000
1848,6,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,196000,50000
1849,City,Riyadh,Honda,Automatic,Gulf Arabic,Full,2016,4.0,51000,43000
1854,Victoria,Taef,Ford,Automatic,Saudi,Standard,2006,4.6,320000,19500
1855,G,Dammam,Mercedes,Automatic,Saudi,Full,2015,4.0,188000,270000
1856,Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2017,2.4,69000,51000
1857,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,90000,27000
1858,Marquis,Tabouk,Ford,Automatic,Other,Standard,2007,4.6,260000,18000
1859,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,73567,36500
1860,Elantra,Hail,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
1864,S,Riyadh,Mercedes,Automatic,Other,Semi Full,2005,5.0,350000,20000
1865,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,127000,88000
1868,LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,19131,406500
1870,FJ,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,265000,110000
1872,Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2006,4.5,86000,90000
1873,Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,331000,62000
1875,Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2011,5.3,250000,40000
1877,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,20000,41000
1878,Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
1880,Sentra,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
1881,Yaris,Tabouk,Toyota,Automatic,Saudi,Standard,2017,1.5,12500,32000
1883,Rio,Jubail,Kia,Manual,Saudi,Standard,2011,1.4,218000,11500
1884,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,119000,32000
1885,Symbol,Riyadh,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
1886,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,161796,54500
1888,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,89685,34500
1889,Q,Riyadh,INFINITI,Automatic,Saudi,Full,2019,3.5,5000,90500
1891,Sierra,Khobar,GMC,Automatic,Saudi,Full,2021,8.0,2800,180000
1892,Optima,Jeddah,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
1895,Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,4.0,107,125000
1897,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
1898,3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,55000
1899,The 7,Riyadh,BMW,Automatic,Gulf Arabic,Full,2020,2.0,14000,349000
1900,Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,48000
1904,LX,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,10000,425000
1905,Yukon,Aseer,GMC,Automatic,Saudi,Full,2001,5.3,28000,15000
1906,Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
1907,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
1908,Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
1909,Innova,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,20000
1910,Prado,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
1911,GS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,5.0,95000,250000
1912,Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
1913,Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,132501,245000
1914,Ertiga,Al-Medina,Suzuki,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
1916,Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,320000,65000
1917,Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
1918,Sorento,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
1920,S,Aseer,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
1927,Cerato,Dammam,Kia,Automatic,Saudi,Standard,2017,1.6,132700,29000
1928,Yukon,Aseer,GMC,Automatic,Saudi,Standard,2008,5.3,235000,40000
1929,Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
1930,RX5,Abha,MG,Automatic,Saudi,Full,2020,2.0,4500,65000
1931,Optima,Riyadh,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
1933,Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
1934,F150,Aseer,Ford,Automatic,Saudi,Semi Full,2019,5.7,59000,2665
1935,Envoy,Jeddah,GMC,Automatic,Other,Standard,2009,4.2,242000,14250
1937,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
1938,Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
1940,Camry,Tabouk,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
1941,Pilot,Dammam,Honda,Automatic,Other,Semi Full,2005,6.0,4130,15000
1943,RX,Dammam,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
1944,CT6,Riyadh,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
1945,Picanto,Jeddah,Kia,Manual,Saudi,Standard,2010,1.0,200000,10000
1947,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
1951,Elantra,Najran,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,13000
1953,Sportage,Dammam,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
1954,Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2018,5.0,44000,365000
1956,X,Riyadh,BMW,Automatic,Other,Full,2011,3.0,290,48000
1958,Hilux,Arar,Toyota,Manual,Saudi,Full,2018,2.7,35000,85000
1959,Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
1961,Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,45000
1962,Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
1964,Patrol,Dammam,Nissan,Automatic,Saudi,Full,2014,5.6,106000,135000
1966,Cruze,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
1969,Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
1970,F150,Qassim,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
1975,Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Full,2014,5.8,270000,60000
1976,Sierra,Tabouk,GMC,Automatic,Saudi,Full,2015,5.3,272,70000
1977,ES,Tabouk,Lexus,Automatic,Saudi,Full,2013,3.6,137000,90000
1978,Land Cruiser,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
1979,Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
1980,C300,Dammam,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
1981,Prado,Qassim,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
1982,Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,96000
1983,Taurus,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
1984,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,38000
1985,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
1987,Fleetwood,Al-Ahsa,Cadillac,Automatic,Other,Full,1991,5.7,91000,65000
1989,Camry,Al-Medina,Toyota,Automatic,Other,Full,2020,2.5,10616,104500
1990,Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
1992,Escalade,Al-Medina,Cadillac,Automatic,Other,Full,2010,6.2,194000,37000
1993,Silverado,Dammam,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,89000
1994,Suburban,Al-Jouf,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,399,37000
1995,Camry,Al-Baha,Toyota,Automatic,Saudi,Full,2017,2.5,31000,75000
1996,Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
1997,Tiggo,Riyadh,Chery,Automatic,Saudi,Standard,2021,1.5,4175,42500
1998,Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2007,4.8,514,60000
2000,Q,Jeddah,INFINITI,Automatic,Saudi,Full,2020,3.7,2000,155000
2001,Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
2002,Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2020,2.7,22000,120000
2003,H1,Taef,Hyundai,Automatic,Saudi,Semi Full,2016,1.4,127000,1959
2004,G80,Riyadh,Genesis,Automatic,Saudi,Full,2019,3.0,52000,130000
2005,Odyssey,Riyadh,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
2006,Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017,2.7,400000,60000
2007,Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
2009,Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
2011,Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,75000
2012,Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
2013,Odyssey,Jeddah,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
2014,C,Al-Medina,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,119000
2015,GLC,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2020,2.0,7000,275000
2016,Accent,Jeddah,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
2021,Q5,Jeddah,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
2022,Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37644,27500
2023,Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
2025,Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
2026,Spark,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
2028,Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
2029,CS35,Dammam,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
2032,Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,4900,258000
2033,Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2014,1.6,155000,21000
2034,Accord,Al-Namas,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
2035,Accent,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
2036,Marquis,Jazan,Ford,Automatic,Other,Full,2009,4.6,274000,35500
2037,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,42000
2039,Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
2040,Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,26000
2041,Edge,Jubail,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
2042,CX9,Riyadh,Mazda,Automatic,Saudi,Full,2020,2.5,21367,148500
2043,Pathfinder,Riyadh,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
2044,Azkarra,Dammam,Geely,Automatic,Saudi,Full,2021,1.5,23000,75000
2045,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
2046,Flex,Al-Ahsa,Ford,Automatic,Other,Standard,2016,3.5,183000,60000
2047,Hilux,Hail,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
2048,E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
2049,Azera,Tabouk,Hyundai,Automatic,Other,Semi Full,2020,3.5,37000,1846
2055,Tahoe,Jubail,Chevrolet,Automatic,Saudi,Standard,2011,5.3,304000,50000
2057,Tucson,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
2058,Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,120000
2059,Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
2060,Hilux,Makkah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
2061,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,32000
2062,Veloster,Jeddah,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
2063,A4,Jeddah,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
2064,Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
2065,Yukon,Hail,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,40000
2066,Camry,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,135000,73000
2068,Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
2070,Charger,Abha,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
2071,Land Cruiser,Jeddah,Toyota,Manual,Saudi,Standard,2002,1.1,325605,30000
2072,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
2074,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
2075,XJ,Jeddah,Jaguar,Automatic,Saudi,Full,2016,3.0,38000,155000
2076,A3,Jeddah,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
2078,Acadia,Riyadh,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
2079,Optima,Riyadh,Kia,Manual,Saudi,Standard,2015,2.4,104000,25000
2080,Avalon,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
2081,Furniture,Sakaka,Toyota,Automatic,Saudi,Full,2014,2.7,400000,50000
2083,Land Cruiser Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
2085,Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,32000
2086,Impala,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,55000
2087,Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
2088,Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Semi Full,2012,4.0,327193,75000
2089,Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
2090,Acadia,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
2091,Sentra,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
2092,Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
2093,Accord,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,39000,72000
2094,Hilux,Tabouk,Toyota,Manual,Saudi,Standard,2011,1.4,300000,20000
2095,Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.0,70000,108000
2097,Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2007,5.0,303000,36000
2098,VTC,Dammam,Nissan,Manual,Saudi,Standard,2009,4.0,54000,42000
2099,Taurus,Hail,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
2100,Grand Cherokee,Najran,Jeep,Automatic,Saudi,Full,2017,5.7,13300,3100
2104,Land Cruiser Pickup,Riyadh,Nissan,Manual,Saudi,Full,2016,4.8,50000,85000
2105,H2,Jeddah,HAVAL,Automatic,Saudi,Full,2021,1.5,2800,57000
2106,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,43000
2107,Wrangler,Dammam,Jeep,Automatic,Saudi,Full,2018,3.6,61300,165000
2108,The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
2109,FJ,Riyadh,Toyota,Automatic,Saudi,Full,2015,4.0,259880,89000
2110,Camry,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
2111,Elantra,Makkah,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,95000
2117,Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
2118,Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,50000
2119,Carnival,Dammam,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
2120,Ghost,Dammam,Rolls-Royce,Automatic,Saudi,Full,2016,6.0,40000,620000
2122,Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
2126,Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,53500
2128,Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,210000
2129,Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,190000,50000
2130,Senta fe,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
2131,Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,70500
2133,Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
2134,Prado,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
2135,Yukon,Hafar Al-Batin,GMC,Automatic,Saudi,Semi Full,2012,5.3,410000,56600
2136,Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
2137,Cadenza,Yanbu,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
2139,Datsun,Al-Medina,Nissan,Manual,Saudi,Full,2007,1.6,432000,27000
2140,Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
2141,HS,Jeddah,MG,Automatic,Saudi,Full,2020,2.0,12000,80000
2142,Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,36000
2143,Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,30000
2144,H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,50000
2145,Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
2147,Tahoe,Al-Ahsa,Chevrolet,Automatic,Other,Semi Full,2008,5.3,247000,42500
2148,Sierra,Qassim,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
2149,6,Jeddah,Mazda,Automatic,Saudi,Full,2021,2.5,14500,106000
2150,Expedition,Makkah,Ford,Automatic,Other,Full,2003,5.4,364800,11000
